id	text	tag	
004.jpeg	Handmade	O	
004.jpeg	Thick	O	
004.jpeg	round	O	
004.jpeg	warm	O	
004.jpeg	"4,00"	O	
004.jpeg	crochet	O	
004.jpeg	Rug	O	
004.jpeg	Carpet	O	
004.jpeg	Mat	O	
004.jpeg	97%	O	
004.jpeg	acrylic	O	
004.jpeg	3%	O	
004.jpeg	me	O	
004.jpeg	Floor	O	
004.jpeg	Decor	O	
004.jpeg	2	O	
004.jpeg	Rug	O	
004.jpeg	White	O	
004.jpeg	Moroccan	O	
004.jpeg	Beni	O	
004.jpeg	"2,00"	O	
004.jpeg	Ourain	O	
004.jpeg	Trellis	O	
004.jpeg	Shag	O	
004.jpeg	Area	O	
004.jpeg	Rug	O	
004.jpeg	Authentic	O	
004.jpeg	Handmade	O	
004.jpeg	Carpet	O	
004.jpeg	3:00	O	
004.jpeg	Abstract	O	
004.jpeg	Living	O	
004.jpeg	Room	O	
004.jpeg	Carpet	O	
004.jpeg	"1,00"	O	
004.jpeg	Home	O	
004.jpeg	Decor	O	
004.jpeg	Nordic	O	
004.jpeg	Style	O	
004.jpeg	Bedside	O	
004.jpeg	Area	O	
004.jpeg	Rug	O	
004.jpeg	Floor	O	
004.jpeg	Mats	O	
004.jpeg	4	O	
004.jpeg	Leopard	O	
004.jpeg	Printed	O	
004.jpeg	Rug	O	
004.jpeg	Skin	O	
004.jpeg	Mat	O	
004.jpeg	"1,00"	O	
004.jpeg	Leather	O	
004.jpeg	Faux	O	
004.jpeg	Fur	O	
004.jpeg	Animals	O	
004.jpeg	Area	O	
004.jpeg	Rugs	O	
004.jpeg	Home	O	
004.jpeg	Carpets	O	
004.jpeg	Se	O	
004.jpeg	1pc	O	
004.jpeg	Exquisite	O	
004.jpeg	Durable	O	
004.jpeg	Foot	O	
004.jpeg	"2,00"	O	
004.jpeg	Cloth	O	
004.jpeg	Christmas	O	
004.jpeg	Carpet	O	
004.jpeg	Xmas	O	
004.jpeg	Cushion	O	
004.jpeg	for	O	
004.jpeg	Kitchen	O	
004.jpeg	SUMMARY	O	
004.jpeg	VAT	O	
004.jpeg	[%]	O	
004.jpeg	10%	O	
004.jpeg	Total	O	
004.jpeg	4/1/2017	B-DATE	
004.jpeg	UM	O	
004.jpeg	each	O	
004.jpeg	each	O	
004.jpeg	each	O	
004.jpeg	each	O	
004.jpeg	each	O	
004.jpeg	Client:	O	
004.jpeg	Castillo	B-CN	
004.jpeg	LLC	I-CN	
004.jpeg	70391	O	
004.jpeg	Kelsey	O	
004.jpeg	Terrace	O	
004.jpeg	"Garcialand,"	O	
004.jpeg	VT	O	
004.jpeg	41740	O	
004.jpeg	Tax	O	
004.jpeg	Id:	O	
004.jpeg	901-88-0463	O	
004.jpeg	Net	O	
004.jpeg	price	O	
004.jpeg	"44,99"	O	
004.jpeg	"245,00"	O	
004.jpeg	"24,01"	O	
004.jpeg	"19,49"	O	
004.jpeg	Net	O	
004.jpeg	worth	O	
004.jpeg	"744,60"	O	
004.jpeg	$	O	
004.jpeg	"744,60"	O	
004.jpeg	Net	O	
004.jpeg	worth	O	
004.jpeg	VAT	O	
004.jpeg	[%]	O	
004.jpeg	"179,96"	O	
004.jpeg	10%	O	
004.jpeg	"490,00"	O	
004.jpeg	10%	O	
004.jpeg	"24,01"	O	
004.jpeg	10%	O	
004.jpeg	"19,49"	O	
004.jpeg	10%	O	
004.jpeg	"31,14"	O	
004.jpeg	10%	O	
004.jpeg	VAT	O	
004.jpeg	"74,46"	O	
004.jpeg	$	O	
004.jpeg	"74,46"	O	
004.jpeg	Gross	O	
004.jpeg	worth	O	
004.jpeg	"197,96"	O	
004.jpeg	"539,00"	O	
004.jpeg	"26,41"	O	
004.jpeg	"21,44"	O	
004.jpeg	"34,25"	O	
004.jpeg	Gross	O	
004.jpeg	worth	O	
004.jpeg	"819,06"	O	
004.jpeg	$	O	
004.jpeg	"819,06"	B-TOTAL	
005.jpeg	Invoice	O	
005.jpeg	no:	O	
005.jpeg	89969473	B-ID	
005.jpeg	Date	O	
005.jpeg	of	O	
005.jpeg	issue:	O	
005.jpeg	Seller:	O	
005.jpeg	Johnson-Martin	B-SN	
005.jpeg	3836	O	
005.jpeg	Moore	O	
005.jpeg	Ports	O	
005.jpeg	North	O	
005.jpeg	"Michael,"	O	
005.jpeg	MO	O	
005.jpeg	1844	O	
005.jpeg	Tax	O	
005.jpeg	Id:	O	
005.jpeg	972-82-0713	O	
005.jpeg	IBAN:	O	
005.jpeg	GB71GBDG68039919194335	B-IBAN	
005.jpeg	ITEMS	O	
005.jpeg	No.	O	
005.jpeg	Description	O	
005.jpeg	Qty	O	
005.jpeg	tks	O	
005.jpeg	Wild	O	
005.jpeg	West	O	
005.jpeg	Wine	O	
005.jpeg	"2,00"	O	
005.jpeg	2	O	
005.jpeg	Press	O	
005.jpeg	Wine	O	
005.jpeg	15L	O	
005.jpeg	Fruit	O	
005.jpeg	Cider	O	
005.jpeg	"2,00"	O	
005.jpeg	Apple	O	
005.jpeg	Crusher	O	
005.jpeg	Juice	O	
005.jpeg	Grape	O	
005.jpeg	Stainless	O	
005.jpeg	Maker	O	
005.jpeg	Grapes	O	
005.jpeg	New	O	
005.jpeg	Be	O	
005.jpeg	Wine	O	
005.jpeg	Rack	O	
005.jpeg	Holder	O	
005.jpeg	Iron	O	
005.jpeg	Art	O	
005.jpeg	"3,00"	O	
005.jpeg	Hanging	O	
005.jpeg	Racks	O	
005.jpeg	Glass	O	
005.jpeg	Cup	O	
005.jpeg	Stemware	O	
005.jpeg	Shelf	O	
005.jpeg	Mounted	O	
005.jpeg	2	O	
005.jpeg	Color	O	
005.jpeg	4	O	
005.jpeg	Rust	O	
005.jpeg	Proof	O	
005.jpeg	Three	O	
005.jpeg	Rows	O	
005.jpeg	Tool	O	
005.jpeg	"2,00"	O	
005.jpeg	Wine	O	
005.jpeg	Glass	O	
005.jpeg	Holder	O	
005.jpeg	Simple	O	
005.jpeg	Iron	O	
005.jpeg	Wire	O	
005.jpeg	Home	O	
005.jpeg	Hanging	O	
005.jpeg	Rack	O	
005.jpeg	5:00	O	
005.jpeg	VTG	O	
005.jpeg	1970s	O	
005.jpeg	MCM	O	
005.jpeg	Brown	O	
005.jpeg	Steel	O	
005.jpeg	"1,00"	O	
005.jpeg	Tube	O	
005.jpeg	Wall	O	
005.jpeg	or	O	
005.jpeg	Desk	O	
005.jpeg	Mounted	O	
005.jpeg	12-Wine	O	
005.jpeg	Rack	O	
005.jpeg	Bottle	O	
005.jpeg	Holder	O	
005.jpeg	SUMMARY	O	
005.jpeg	VAT	O	
005.jpeg	[%]	O	
005.jpeg	10%	O	
005.jpeg	Total	O	
005.jpeg	10/29/2016	B-DATE	
005.jpeg	UM	O	
005.jpeg	each	O	
005.jpeg	each	O	
005.jpeg	each	O	
005.jpeg	each	O	
005.jpeg	each	O	
005.jpeg	Client:	O	
005.jpeg	"Deleon,"	B-CN	
005.jpeg	Davila	I-CN	
005.jpeg	and	I-CN	
005.jpeg	Allen	I-CN	
005.jpeg	355	O	
005.jpeg	King	O	
005.jpeg	Lake	O	
005.jpeg	Suite	O	
005.jpeg	71	O	
005.jpeg	South	O	
005.jpeg	"Haleyshire,"	O	
005.jpeg	KY	O	
005.jpeg	55765	O	
005.jpeg	Tax	O	
005.jpeg	Id:	O	
005.jpeg	944-77-3882	O	
005.jpeg	Net	O	
005.jpeg	price	O	
005.jpeg	Net	O	
005.jpeg	worth	O	
005.jpeg	VAT	O	
005.jpeg	[%]	O	
005.jpeg	"27,00"	O	
005.jpeg	"54,00"	O	
005.jpeg	"279,00"	O	
005.jpeg	"558,00"	O	
005.jpeg	"18,75"	O	
005.jpeg	"56,25"	O	
005.jpeg	"11,56"	O	
005.jpeg	"23,12"	O	
005.jpeg	"34,00"	O	
005.jpeg	"34,00"	O	
005.jpeg	Net	O	
005.jpeg	worth	O	
005.jpeg	VAT	O	
005.jpeg	"725,37"	O	
005.jpeg	"72,54"	O	
005.jpeg	$	O	
005.jpeg	"725,37"	O	
005.jpeg	$	O	
005.jpeg	"72,54"	O	
005.jpeg	10%	O	
005.jpeg	10%	O	
005.jpeg	10%	O	
005.jpeg	10%	O	
005.jpeg	10%	O	
005.jpeg	Gross	O	
005.jpeg	worth	O	
005.jpeg	"59,40"	O	
005.jpeg	"613,80"	O	
005.jpeg	"61,87"	O	
005.jpeg	"25,43"	O	
005.jpeg	"37,40"	O	
005.jpeg	Gross	O	
005.jpeg	worth	O	
005.jpeg	"797,91"	O	
005.jpeg	$	O	
005.jpeg	"797,91"	B-TOTAL	
006.jpeg	Invoice	O	
006.jpeg	no:	O	
006.jpeg	72128555	B-ID	
006.jpeg	Date	O	
006.jpeg	of	O	
006.jpeg	issue:	O	
006.jpeg	Seller:	O	
006.jpeg	Obrien	B-SN	
006.jpeg	Group	I-SN	
006.jpeg	6217	O	
006.jpeg	Boyd	O	
006.jpeg	Ville	O	
006.jpeg	Apt.	O	
006.jpeg	758	O	
006.jpeg	"Robbinsberg,"	O	
006.jpeg	AZ	O	
006.jpeg	54997	O	
006.jpeg	Tax	O	
006.jpeg	Id:	O	
006.jpeg	905-82-5399	O	
006.jpeg	IBAN:	O	
006.jpeg	GB71QMAA96406297569205	B-IBAN	
006.jpeg	ITEMS	O	
006.jpeg	No.	O	
006.jpeg	Description	O	
006.jpeg	Qty	O	
006.jpeg	tks	O	
006.jpeg	Fatawa	O	
006.jpeg	Islamiyah	O	
006.jpeg	(Islamic	O	
006.jpeg	"2,00"	O	
006.jpeg	Verdicts)	O	
006.jpeg	(8	O	
006.jpeg	Volume	O	
006.jpeg	Set)	O	
006.jpeg	2	O	
006.jpeg	Sasinowski	O	
006.jpeg	M-Legacy	O	
006.jpeg	Of	O	
006.jpeg	Ra	O	
006.jpeg	"1,00"	O	
006.jpeg	BOOK	O	
006.jpeg	NEW	O	
006.jpeg	Be	O	
006.jpeg	Time	O	
006.jpeg	Life	O	
006.jpeg	Books:	O	
006.jpeg	The	O	
006.jpeg	Old	O	
006.jpeg	West	O	
006.jpeg	"3,00"	O	
006.jpeg	Series	O	
006.jpeg	~	O	
006.jpeg	Complete	O	
006.jpeg	26	O	
006.jpeg	Volumes	O	
006.jpeg	+	O	
006.jpeg	Master	O	
006.jpeg	Index	O	
006.jpeg	mn853	O	
006.jpeg	4	O	
006.jpeg	Tumbling	O	
006.jpeg	by	O	
006.jpeg	Caela	O	
006.jpeg	Carter	O	
006.jpeg	"3,00"	O	
006.jpeg	Se	O	
006.jpeg	How	O	
006.jpeg	to	O	
006.jpeg	Win	O	
006.jpeg	Friends	O	
006.jpeg	&	O	
006.jpeg	Influence	O	
006.jpeg	"2,00"	O	
006.jpeg	People	O	
006.jpeg	SUMMARY	O	
006.jpeg	VAT	O	
006.jpeg	[%]	O	
006.jpeg	10%	O	
006.jpeg	Total	O	
006.jpeg	12/25/2013	B-DATE	
006.jpeg	UM	O	
006.jpeg	each	O	
006.jpeg	each	O	
006.jpeg	each	O	
006.jpeg	each	O	
006.jpeg	each	O	
006.jpeg	Client:	O	
006.jpeg	Duncan-Davis	B-CN	
006.jpeg	PSC	O	
006.jpeg	"2324,"	O	
006.jpeg	Box	O	
006.jpeg	6632	O	
006.jpeg	APO	O	
006.jpeg	AP	O	
006.jpeg	93827	O	
006.jpeg	Tax	O	
006.jpeg	Id:	O	
006.jpeg	917-86-7656	O	
006.jpeg	Net	O	
006.jpeg	price	O	
006.jpeg	Net	O	
006.jpeg	worth	O	
006.jpeg	VAT	O	
006.jpeg	[%]	O	
006.jpeg	"99,90"	O	
006.jpeg	"199,80"	O	
006.jpeg	10%	O	
006.jpeg	"19,40"	O	
006.jpeg	"19,40"	O	
006.jpeg	10%	O	
006.jpeg	"139,95"	O	
006.jpeg	"419,85"	O	
